RECID|RAKNONRAK|KodeToko|TIPERAK|NORAK|KET_RAK|NAMA_RAK|NOSHELF|KET_SHELF|KIRIKANAN|DEPANBLK|ATASBAWAH|DIVISI|PRDCD|PLUMD|KODESHELF|TKIRIKANAN|TATASBAWAH|TDEPANBLK|QTY|QTY_LENGTH|PKM|MINDISP|NPLUS|TGL_MULAI|TGL_AKHIR|KET|ADDID|ADDTIME|UPDID|UPDTIME|TGL_NP1|TGL_NP2
|R|XXX|A|25148|ITEM PROMOSI MARKETING|RPROM225148|1||143|1|1||20077540|20077540||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25148|ITEM PROMOSI MARKETING|RPROM225148|1||144|1|1||20077541|20077541||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25148|ITEM PROMOSI MARKETING|RPROM225148|1||145|1|1||20077542|20077542||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||546|1|1||20077543|20077543||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||37|1|1||20077544|20077544||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||442|1|1||20077545|20077545||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||172|1|1||20077546|20077546||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2251|TOYS 1 RAK DOUBLE 150 CM|TOY01DX02251|2||2|1|1||20077551|20077551||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2253|CLOTHING & APPAREL - 1 RAK DOUBLE 150 CM|CNA01DX02253|5|HANGER 15 CM|3|1|1||20077982|20077982||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2253|CLOTHING & APPAREL - 1 RAK DOUBLE 150 CM|CNA01DX02253|5|HANGER 15 CM|5|1|1||20077983|20077983||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|20|AKRILIC HAR VIT|8|1|2||20078101|20078101||1|1|3|0|0.00|0|3|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|20|AKRILIC HAR VIT|9|1|2||20078103|20078103||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|27||4|1|1||20078113|20078113||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|9||9|1|1||20078206|20078206||1|1|7|0|0.00|0|7|0||||||31/10/2025 06:47:11||||
|R|XXX|A|7278|RAK PROGRAM PEMERINTAH|RPP07278|2||10|1|1||20078207|20078207||1|1|10|0|0.00|0|10|0||||||31/10/2025 06:47:11||||
|R|XXX|A|61207|MODUL BERAS & GULA 1 RAK DOUBLE  JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1MBG01D0_SD1_AL_JKT61207|5||8|1|1||20078207|20078207||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|34||12|1|1||20078241|20078241||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|66||6|1|1||20078242|20078242||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|191|1|1||20078409|20078409||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|184|1|1||20078410|20078410||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|187|1|1||20078411|20078411||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|190|1|1||20078412|20078412||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|183|1|1||20078413|20078413||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|180|1|1||20078414|20078414||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|168|1|1||20078415|20078415||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|167|1|1||20078416|20078416||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|169|1|1||20078417|20078417||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|170|1|1||20078418|20078418||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|165|1|1||20078419|20078419||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|166|1|1||20078420|20078420||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|163|1|1||20078421|20078421||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|164|1|1||20078422|20078422||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|55|CONTRACEPTION|6|1|1||20078435|20078435||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||547|1|1||20078551|20078551||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||412|1|1||20078552|20078552||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||548|1|1||20078554|20078554||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||227|1|1||20078555|20078555||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25148|ITEM PROMOSI MARKETING|RPROM225148|1||146|1|1||20078556|20078556||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||549|1|1||20078557|20078557||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||348|1|1||20078558|20078558||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25152|ITEM PROMOSI MARKETING|RPROM625152|1||114|1|1||20078559|20078559||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||91|1|1||20078560|20078560||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||92|1|1||20078564|20078564||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||550|1|1||20078567|20078567||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||551|1|1||20078569|20078569||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||228|1|1||20078570|20078570||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||229|1|1||20078571|20078571||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||230|1|1||20078572|20078572||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||231|1|1||20078573|20078573||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||232|1|1||20078574|20078574||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||233|1|1||20078575|20078575||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||93|1|1||20078576|20078576||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||94|1|1||20078577|20078577||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||95|1|1||20078578|20078578||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||428|1|1||20078579|20078579||1|1|8|0|0.00|0|8|0||||||31/10/2025 06:47:10||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|2||2|2|1||20078652|20078652||1|2|3|0|0.00|0|6|0||||||31/10/2025 06:47:11||||
|R|XXX|A|97|WING CLOTH & APPRERAL (EX WING STATIONARY)|R11600097|3||1|1|1||20078726|20078726||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|29||1|1|1||20078830|20078830||2|1|1|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|42||14|1|1||20078833|20078833||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|G|80709||SWAWR80709|5||1|2|1||20078838|20078838|WR|1|1|6|0|0.00|0|0|0|01/01/2025 00:00:00|31/12/2025 00:00:00|0181/IDM/KOMP/KD/WR/XII/2024|||31/10/2025 06:47:10||||
|R|XXX|A|44421|MODUL HOUSE CARE HOME BRAND 1 RAK SINGLE|MHR44421|6||8|1|1||20078869|20078869||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|20|AKRILIC HAR VIT|6|1|1||20078998|20078998||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|41||3|1|1||20079010|20079010||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25152|ITEM PROMOSI MARKETING|RPROM625152|1||115|1|1||20079351|20079351||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||552|1|1||20079352|20079352||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||96|1|1||20079353|20079353||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||97|1|1||20079354|20079354||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||553|1|1||20079356|20079356||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||554|1|1||20079357|20079357||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25152|ITEM PROMOSI MARKETING|RPROM625152|1||214|1|1||20079360|20079360||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NAS|1CON02D0_SD1_AL_NAS54526|11||5|1|1||20079510|20079510||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|90613|BACKWALL ROKOK DJARUM JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1DJM01N0_SD1_AL_JK190613|5||7|1|1||20079512|20079512||1|1|5|0|0.00|0|5|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|51||5|1|1||20079628|20079628||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGLE|MBF06U02337|41||1|1|1||20079649|20079649||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25148|ITEM PROMOSI MARKETING|RPROM225148|1||147|1|1||20079681|20079681||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25148|ITEM PROMOSI MARKETING|RPROM225148|1||148|1|1||20079682|20079682||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||555|1|1||20079684|20079684||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|35||3|1|1||20079751|20079751||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|7||5|1|1||20079757|20079757||2|1|2|0|0.00|0|4|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|31||5|1|1||20079787|20079787||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|18||1|1|1||20079788|20079788||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|31||5|1|1||20079794|20079794||1|2|1|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86599|PERLENGKAPAN OPERASIONAL TOKO ( TIDAK UNTUK DI DISPLAY )|RRAK86599|1||30|1|1||20079794|20079794||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||173|1|1||20079859|20079859||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|15||9|1|1||20079972|20079972||1|1|7|0|0.00|0|7|0||||||31/10/2025 06:47:10||||
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|5|ACRYLIC LISTRIK|11|1|2||20080042|20080042||1|4|1|0|0.00|0|3|0||||||31/10/2025 06:47:10||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|14||1|1|1||20080088|20080088||1|1|6|0|0.00|0|6|0||||||31/10/2025 06:47:11||||
|R|XXX|A|2251|TOYS 1 RAK DOUBLE 150 CM|TOY01DX02251|7||3|1|1||20080091|20080091||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|61207|MODUL BERAS & GULA 1 RAK DOUBLE  JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1MBG01D0_SD1_AL_JKT61207|1||3|1|1||20080198|20080198||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|1||15|1|1||20080244|20080244||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||174|1|1||20080252|20080252||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||443|1|1||20080253|20080253||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||444|1|1||20080254|20080254||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||98|1|1||20080338|20080338||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||556|1|1||20080339|20080339||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|18||6|1|1||20080360|20080360||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|18||7|1|1||20080361|20080361||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|15||10|1|1||20080420|20080420||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|15||11|1|1||20080421|20080421||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|15||11|2|1||20080423|20080423||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|70||4|1|1||20080459|20080459||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NAS|1CON02D0_SD1_AL_NAS54526|13||5|1|1||20080530|20080530||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|6||8|1|1||20080706|20080706||1|1|5|0|0.00|0|5|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25152|ITEM PROMOSI MARKETING|RPROM625152|1||215|1|1||20080718|20080718||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25152|ITEM PROMOSI MARKETING|RPROM625152|1||216|1|1||20080719|20080719||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25149|ITEM PROMOSI MARKETING|RPROM325149|1||429|1|1||20080720|20080720||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||413|1|1||20080721|20080721||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||234|1|1||20080722|20080722||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||557|1|1||20080723|20080723||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|7||2|1|3||20080782|20080782||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|35||12|1|1||20080868|20080868||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGLE|MBF06U02337|16||1|1|1||20080924|20080924||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|11||5|1|1||20080927|20080927||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|19||9|1|1||20081237|20081237||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|14||2|1|1||20081238|20081238||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||97|1|1||20081257|20081257||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||98|1|1||20081258|20081258||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|25147|ITEM PROMOSI MARKETING|RPROM125147|1||99|1|1||20081259|20081259||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|17||2|1|1||20081448|20081448||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|86367|DETERGENT DISINFECTANT 6 RAK DOUBLE ALL SOCIO NASIONAL|1DND06D0_SD1_AL_NAS86367|17||3|1|1||20081449|20081449||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|8||7|1|1||20081452|20081452||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:11||||
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|56||7|1|1||20081456|20081456||1|1|6|0|0.00|0|6|0||||||31/10/2025 06:47:11||||
|R|XXX|A|27478|RAK BUAH IMPORT 1|RBI0127478|4|SUB|1|1|1||20081467|20081467||1|2|5|0|0.00|0|10|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2253|CLOTHING & APPAREL - 1 RAK DOUBLE 150 CM|CNA01DX02253|6|HANGER 15 CM|3|1|1||20081565|20081565||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|2253|CLOTHING & APPAREL - 1 RAK DOUBLE 150 CM|CNA01DX02253|6|HANGER 15 CM|5|1|1||20081566|20081566||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:10||||
|R|XXX|A|95689| EXTRA CABINET MEDICINE ACCESSORIES|ECMAC95689|6||3|1|1||20081588|20081588||1|1|3|0|0.00|0|3|0||||||31/10/2025 06:47:10||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|DISPLAY DI MEJA KASIR|309|1|1||20081617|20081617||1|1|5|0|0.00|0|5|0||||||31/10/2025 06:47:11||||
|R|XXX|A|95689| EXTRA CABINET MEDICINE ACCESSORIES|ECMAC95689|6||14|2|1||20081617|20081617||1|1|3|0|0.00|0|3|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||558|1|1||20081619|20081619||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|25151|ITEM PROMOSI MARKETING|RPROM525151|1||559|1|1||20081620|20081620||1|1|1|0|0.00|0|1|0||||||31/10/2025 06:47:11||||
|R|XXX|A|22033|DERBY AICE 400L|RAE0422033|1||1|1|1||20081739|20081739||1|2|20|0|0.00|0|40|0||||||31/10/2025 06:47:10||||
|R|XXX|A|35051|BREAKFAST 2 RAK DOUBLE EXTENDER|BRE2DXX35051|8||10|1|1||20081740|20081740||1|1|3|0|0.00|0|3|0||||||31/10/2025 06:47:10||||
|R|XXX|A|27398|RAK TELUR PERISHABLE 1|RTL127398|2|SUB|3|1|1||20081741|20081741||6|6|2|0|0.00|0|48|0||||||31/10/2025 06:47:11||||
|R|XXX|A|8551|PAPER PRODUCT 3 RAK DOUBLE EXTENDER|PPT03DX08551|3||8|1|1||20081895|20081895||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|1||6|1|1||20082080|20082080||1|1|2|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|1||4|1|2||20082114|20082114||1|3|1|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
|R|XXX|A|27634|HOUSE HOLD NON ELECTRIC MECHANICAL TOOLS & ELECTRICAL 2 RAK DOUBLE  ( INCL ACRYLIC PET FOOD )|HNM2DX27634|1||3|1|1||20082115|20082115||1|3|1|0|0.00|0|2|0||||||31/10/2025 06:47:10||||
